Probe,chrom,chromStart,chromEnd,s,v,d,tss,g
KB-1958F4.,8,97141670,97146670,+,-3.2201505,5000,97144170,8097144170
KB-1000E4.2,8,97239704,97244704,-,-2.7347236,5000,97242204,8097242204
TSPYL5,8,97275464,97280464,-,-5.5420785,5000,97277964,8097277964
MTDH,8,97641679,97646679,+,-1.0502254,5000,97644179,8097644179
MATN2,8,97866340,97871340,+,-0.3923314,5000,97868840,8097868840
SNORA72,8,98039226,98044226,+,-1.6351879,5000,98041726,8098041726
RPL3,8,98043090,98048090,-,-0.70918846,5000,98045590,8098045590
ERICH5,8,98061811,98066811,+,-1.2566763,5000,98064311,8098064311
HRSP12,8,98114741,98119741,-,-1.1158137,5000,98117241,8098117241
POP,8,98114812,98119812,+,-1.1158137,5000,98117312,8098117312
NIPAL2,8,98291893,98296893,-,-1.2201505,5000,98294393,8098294393
KB-1458E12.,8,98385747,98390747,-,-2.7347236,5000,98388247,8098388247
KB-1517D11.3,8,98389014,98394014,-,-2.4546156,5000,98391514,8098391514
KCNS2,8,98424522,98429522,+,0.8066496,5000,98427022,8098427022
KB-1517D11.4,8,98434169,98439169,+,-2.9571161,5000,98436669,8098436669
KB-1205A7.2,8,98600753,98605753,+,-4.957116,5000,98603253,8098603253
STK3,8,98823181,98828181,-,-1.1158137,5000,98825681,8098825681
RP11-44N12.5,8,98941095,98946095,+,2.2908115,5000,98943595,8098943595
OSR2,8,98941958,98946958,+,2.094546,5000,98944458,8098944458
RP11-44N12.2,8,98958928,98963928,+,-1.6840974,5000,98961428,8098961428
RP11-410L14.2,8,99010544,99015544,-,-0.5420785,5000,99013044,8099013044
CTD-2340D6.2,8,99091560,99096560,-,-2.0826468,5000,99094060,8099094060
CTD-2340D6.,8,99116852,99121852,+,-2.4546156,5000,99119352,8099119352
RP11-402L5.,8,99796687,99801687,-,-2.0185165,5000,99799187,8099799187
COX6C,8,99891562,99896562,-,-1.3326252,5000,99894062,8099894062
FBXO43,8,100142952,100147952,-,-1.6840974,5000,100145452,8100145452
POLR2K,8,100148084,100153084,+,-2.0185165,5000,100150584,8100150584
SPAG,8,100155928,100160928,+,-0.8982223,5000,100158428,8100158428
RNF19A,8,100307827,100312827,-,-0.7607187,5000,100310327,8100310327
KB-1991G8.,8,100335095,100340095,+,-2.0826468,5000,100337595,8100337595
KB-173C10.2,8,100411959,100416959,-,-2.7347236,5000,100414459,8100414459
KB-173C10.,8,100428497,100433497,-,-2.0826468,5000,100430997,8100430997
KB-1615E4.2,8,100473190,100478190,+,-2.9571161,5000,100475690,8100475690
KB-1615E4.3,8,100490028,100495028,+,-3.9571161,5000,100492528,8100492528
ANKRD46,8,100557259,100562259,-,-2.0185165,5000,100559759,8100559759
KB-1083B1.,8,100616081,100621081,+,-3.5420787,5000,100618581,8100618581
SNX3,8,100647165,100652165,-,-0.51971066,5000,100649665,8100649665
PABPC,8,100720212,100725212,-,-0.3132598,5000,100722712,8100722712
RP11-521I2.3,8,100911888,100916888,-,-1.6351879,5000,100914388,8100914388
YWHAZ,8,100950483,100955483,-,0.5132039,5000,100952983,8100952983
FLJ42969,8,101049554,101054554,+,-2.6351879,5000,101052054,8101052054
KB-1460A1.,8,101123658,101128658,-,-1.1158137,5000,101126158,8101126158
KB-1460A1.2,8,101126494,101131494,+,-0.95711595,5000,101128994,8101128994
KB-1460A1.3,8,101137165,101142165,+,-2.7347236,5000,101139665,8101139665
KB-1460A1.5,8,101167129,101172129,-,-2.9571161,5000,101169629,8101169629
ZNF706,8,101203116,101208116,-,-0.6113411,5000,101205616,8101205616
KB-1410C5.5,8,101205648,101210648,+,-1.3721535,5000,101208148,8101208148
KB-1410C5.2,8,101260403,101265403,-,-2.5420785,5000,101262903,8101262903
KB-1410C5.3,8,101284945,101289945,+,-3.2201505,5000,101287445,8101287445
KB-1930G5.3,8,101390686,101395686,-,-2.294151,5000,101393186,8101393186
KB-1930G5.4,8,101449952,101454952,-,-2.3721535,5000,101452452,8101452452
GRHL2,8,101489932,101494932,+,0.6673749,5000,101492432,8101492432
KB-1562D12.,8,101489999,101494999,-,0.65759385,5000,101492499,8101492499
KB-1107E3.,8,101684047,101689047,+,-1.1845264,5000,101686547,8101686547
NCALD,8,102121820,102126820,-,-0.68409747,5000,102124320,8102124320
RRM2B,8,102236618,102241618,-,-1.1158137,5000,102239118,8102239118
KB-431C1.4,8,102241109,102246109,+,-2.7347236,5000,102243609,8102243609
KB-431C1.5,8,102253892,102258892,+,-2.2201502,5000,102256392,8102256392
UBR5,8,102410341,102415341,-,-0.41279545,5000,102412841,8102412841
KB-1980E6.3,8,102526255,102531255,+,-2.3721535,5000,102528755,8102528755
ODF,8,102549072,102554072,+,-3.0826468,5000,102551572,8102551572
KLF,8,102653402,102658402,-,0.13034685,5000,102655902,8102655902
KB-1732A1.,8,102804322,102809322,+,-0.6113411,5000,102806822,8102806822
KB-1254G8.,8,102851955,102856955,+,-2.0826468,5000,102854455,8102854455
KB-1507C5.2,8,102861918,102866918,+,-0.29415098,5000,102864418,8102864418
AZIN,8,102862237,102867237,-,-0.18452649,5000,102864737,8102864737
KB-1507C5.3,8,102889376,102894376,+,-2.0826468,5000,102891876,8102891876
KB-1507C5.4,8,102976285,102981285,+,-2.7347236,5000,102978785,8102978785
ATP6V1C,8,103018563,103023563,+,-1.294151,5000,103021063,8103021063
KB-1639H6.2,8,103018928,103023928,-,-1.294151,5000,103021428,8103021428
LINC0118,8,103118532,103123532,+,-1.8982222,5000,103121032,8103121032
BAALC,8,103138210,103143210,+,-0.33262512,5000,103140710,8103140710
RP11-318M2.3,8,103226814,103231814,-,-2.7347236,5000,103229314,8103229314
FZD6,8,103295933,103300933,+,-0.92736864,5000,103298433,8103298433
CTHRC,8,103369015,103374015,+,-1.6840974,5000,103371515,8103371515
RP11-1C8.6,8,103381354,103386354,-,-4.2201505,5000,103383854,8103383854
DCAF13,8,103412214,103417214,+,-1.2201505,5000,103414714,8103414714
RP11-1C8.5,8,103461889,103466889,+,-2.1497612,5000,103464389,8103464389
RP11-1C8.7,8,103479119,103484119,-,-1.7347237,5000,103481619,8103481619
RP11-1C8.4,8,103496720,103501720,-,-0.00291968,5000,103499220,8103499220
RIMS2,8,103498248,103503248,+,0.027777117,5000,103500748,8103500748
KB-1552D7.2,8,104419000,104424000,-,-1.4127955,5000,104421500,8104421500
DPYS,8,104464553,104469553,-,-2.5420785,5000,104467053,8104467053
KB-1742H10.3,8,104478283,104483283,-,-2.0826468,5000,104480783,8104480783
LRP12,8,104586506,104591506,-,-0.6351879,5000,104589006,8104589006
RP11-574O7.,8,105186106,105191106,-,-1.957116,5000,105188606,8105188606
ZFPM2,8,105317043,105322043,+,1.2523373,5000,105319543,8105319543
RP11-642D21.,8,105667491,105672491,+,-2.294151,5000,105669991,8105669991
RP11-642D21.2,8,105683265,105688265,-,-2.5420785,5000,105685765,8105685765
RP11-152P17.3,8,105824070,105829070,+,-2.6351879,5000,105826570,8105826570
RP11-778D12.2,8,106266241,106271241,-,-1.0826468,5000,106268741,8106268741
RP11-395G23.3,8,106267644,106272644,+,-0.73472357,5000,106270144,8106270144
RP11-649G15.2,8,106655048,106660048,-,-1.1158137,5000,106657548,8106657548
OXR,8,106655354,106660354,+,-1.2201505,5000,106657854,8106657854
ABRA,8,106767745,106772745,-,-3.3721535,5000,106770245,8106770245
ANGPT,8,107495510,107500510,-,-2.2201502,5000,107498010,8107498010
RSPO2,8,108081148,108086148,-,1.3587884,5000,108083648,8108083648
RP11-35G22.,8,108223700,108228700,+,-1.8982222,5000,108226200,8108226200
EIF3E,8,108246265,108251265,-,-1.3721535,5000,108248765,8108248765
EMC2,8,108441124,108446124,+,-0.98748964,5000,108443624,8108443624
RP11-790J24.,8,108578562,108583562,+,-2.3721535,5000,108581062,8108581062
TMEM74,8,108785115,108790115,-,-1.4976845,5000,108787615,8108787615
RP11-1084E5.,8,109060917,109065917,-,-2.6351879,5000,109063417,8109063417
TRHR,8,109084924,109089924,+,-2.7347236,5000,109087424,8109087424
RP11-122A21.2,8,109296098,109301098,+,-6.5420785,5000,109298598,8109298598
ENY2,8,109331824,109336824,+,-0.787191,5000,109334324,8109334324
NUDCD,8,109331885,109336885,-,-0.787191,5000,109334385,8109334385
PKHD1L,8,109359977,109364977,+,-1.5420785,5000,109362477,8109362477
EBAG9,8,109537677,109542677,+,-0.8982223,5000,109540177,8109540177
RP11-422N16.3,8,109641615,109646615,+,0.29081154,5000,109644115,8109644115
SYBU,8,109646336,109651336,-,-1.4127955,5000,109648836,8109648836
RP11-696P8.2,8,109971443,109976443,+,0.32828623,5000,109973943,8109973943
KCNV,8,109973347,109978347,-,0.3648121,5000,109975847,8109975847
RP11-211F2.,8,110347107,110352107,-,-2.8416388,5000,110349607,8110349607
RP11-238I10.,8,110606741,110611741,+,-2.8416388,5000,110609241,8110609241
KB-1299A7.2,8,110764363,110769363,+,-1.8416387,5000,110766863,8110766863
RP11-946L20.2,8,111024933,111029933,-,-3.2201505,5000,111027433,8111027433
RP11-114O8.,8,111177372,111182372,-,-2.2201502,5000,111179872,8111179872
RP11-946L20.4,8,111233671,111238671,-,-2.6351879,5000,111236171,8111236171
RP11-1101K5.,8,111374139,111379139,+,-2.2201502,5000,111376639,8111376639
RP11-58O3.2,8,111739512,111744512,+,-3.0826468,5000,111742012,8111742012
CSMD3,8,113434599,113439599,-,0.23928122,5000,113437099,8113437099
RP11-67H2.,8,113597810,113602810,+,-1.8982222,5000,113600310,8113600310
RP11-267L5.,8,114279572,114284572,+,0.4466062,5000,114282072,8114282072
AF178030.2,8,115507102,115512102,+,-2.3721535,5000,115509602,8115509602
TRPS,8,115666501,115671501,-,-0.050225396,5000,115669001,8115669001
LINC00536,8,116322559,116327559,-,-2.7347236,5000,116325059,8116325059
RP11-536K17.,8,116401257,116406257,-,-3.7347236,5000,116403757,8116403757
EIF3H,8,116753321,116758321,-,-1.6351879,5000,116755821,8116755821
UTP23,8,116764003,116769003,+,-1.6351879,5000,116766503,8116766503
RAD2,8,116872366,116877366,-,-0.2201504,5000,116874866,8116874866
AARD,8,116935699,116940699,+,-1.7347237,5000,116938199,8116938199
RP11-654G14.,8,117125955,117130955,+,-2.294151,5000,117128455,8117128455
SLC30A8,8,117132759,117137759,+,-1.6351879,5000,117135259,8117135259
MED3,8,117518213,117523213,+,-1.1497611,5000,117520713,8117520713
EXT,8,118109353,118114353,-,-0.03428385,5000,118111853,8118111853
SAMD12,8,118187470,118192470,-,-2.0826468,5000,118189970,8118189970
AC023590.,8,118279761,118284761,+,-1.8416387,5000,118282261,8118282261
SAMD12,8,118619453,118624453,-,-0.98748964,5000,118621953,8118621953
TNFRSF11B,8,118949700,118954700,-,-0.86965317,5000,118952200,8118952200
COLEC,8,119064741,119069741,+,-2.7347236,5000,119067241,8119067241
RP11-278I4.2,8,119066282,119071282,-,-1.7871909,5000,119068782,8119068782
MAL2,8,119205871,119210871,+,-0.70918846,5000,119208371,8119208371
RP11-4K16.2,8,119244343,119249343,-,-3.2201505,5000,119246843,8119246843
NOV,8,119413806,119418806,+,-1.4127955,5000,119416306,8119416306
RP11-775B15.2,8,119459850,119464850,-,-0.8982223,5000,119462350,8119462350
ENPP2,8,119670953,119675953,-,-1.7347237,5000,119673453,8119673453
TAF2,8,119830363,119835363,-,-2.294151,5000,119832863,8119832863
RP11-85I17.2,8,119837885,119842885,-,-2.2201502,5000,119840385,8119840385
DSCC,8,119853510,119858510,-,-1.7871909,5000,119856010,8119856010
DEPTOR,8,119871217,119876217,+,-1.2201505,5000,119873717,8119873717
KB-1471A8.,8,119871988,119876988,-,-1.1845264,5000,119874488,8119874488
RP11-760H22.2,8,120049680,120054680,+,-2.4546156,5000,120052180,8120052180
COL14A,8,120122608,120127608,+,0.18584196,5000,120125108,8120125108
MRPL13,8,120442886,120447886,-,-0.814158,5000,120445386,8120445386
MTBP,8,120442926,120447926,+,-0.814158,5000,120445426,8120445426
RP11-713M15.,8,120758753,120763753,+,-3.0826468,5000,120761253,8120761253
RP11-713M15.2,8,120809719,120814719,+,0.7247081,5000,120812219,8120812219
SNTB,8,120810773,120815773,-,0.59747285,5000,120813273,8120813273
RP11-369K17.,8,120910565,120915565,+,-3.2201505,5000,120913065,8120913065
HAS2,8,121638890,121643890,-,-0.18452649,5000,121641390,8121641390
RP11-3G20.2,8,121676626,121681626,+,-3.7347236,5000,121679126,8121679126
RP11-3G20.,8,121682062,121687062,-,-2.6351879,5000,121684562,8121684562
RP11-785H20.,8,121882224,121887224,+,-2.5420785,5000,121884724,8121884724
RP11-398G24.2,8,122124684,122129684,-,-2.6351879,5000,122127184,8122127184
RP11-94A24.,8,122426051,122431051,-,-2.2201502,5000,122428551,8122428551
RP11-96B2.,8,122487315,122492315,-,-3.0826468,5000,122489815,8122489815
LINC0115,8,122691606,122696606,-,-2.3721535,5000,122694106,8122694106
RP11-973F15.2,8,122700923,122705923,-,-1.8416387,5000,122703423,8122703423
RP11-44N11.3,8,122778260,122783260,+,-0.29415098,5000,122780760,8122780760
RP11-44N11.2,8,122778330,122783330,-,-0.29415098,5000,122780830,8122780830
ZHX2,8,122778894,122783894,+,-0.33262512,5000,122781394,8122781394
RP11-44N11.,8,122805246,122810246,+,-3.7347236,5000,122807746,8122807746
RP11-557C18.4,8,122983129,122988129,-,-2.7347236,5000,122985629,8122985629
RP11-557C18.3,8,123000060,123005060,+,-2.7347236,5000,123002560,8123002560
DERL,8,123039923,123044923,-,-0.7607187,5000,123042423,8123042423
TBC1D3,8,123070180,123075180,+,-1.1845264,5000,123072680,8123072680
RP11-539E17.5,8,123180288,123185288,-,-3.3721535,5000,123182788,8123182788
C8orf76,8,123238898,123243898,-,-1.4127955,5000,123241398,8123241398
ZHX1-C8orf76,8,123264887,123269887,-,-1.957116,5000,123267387,8123267387
ZHX,8,123271995,123276995,-,-0.43355402,5000,123274495,8123274495
ATAD2,8,123393965,123398965,-,-0.65943545,5000,123396465,8123396465
WDYHV,8,123414225,123419225,+,-1.4976845,5000,123416725,8123416725
RP11-174I12.2,8,123566262,123571262,-,-5.5420785,5000,123568762,8123568762
KLHL38,8,123650450,123655450,-,-2.6351879,5000,123652950,8123652950
ANXA13,8,123734902,123739902,-,-2.4546156,5000,123737402,8123737402
FAM91A,8,123765957,123770957,+,-0.86965317,5000,123768457,8123768457
FER1L6,8,123849487,123854487,+,-3.5420787,5000,123851987,8123851987
RP11-245A18.,8,123923433,123928433,-,-2.2201502,5000,123925933,8123925933
RP11-959I15.4,8,124037968,124042968,-,-4.5420785,5000,124040468,8124040468
RP11-37N22.,8,124244898,124249898,-,-3.9571161,5000,124247398,8124247398
RP11-383J24.,8,124269183,124274183,+,-2.294151,5000,124271683,8124271683
RP11-383J24.6,8,124305876,124310876,-,-2.7347236,5000,124308376,8124308376
TMEM65,8,124370192,124375192,-,-0.37215346,5000,124372692,8124372692
RNF139,8,124472238,124477238,+,0.01251036,5000,124474738,8124474738
RP11-158K1.3,8,124486010,124491010,+,-2.0826468,5000,124488510,8124488510
TATDN,8,124536584,124541584,-,-1.0502254,5000,124539084,8124539084
NDUFB9,8,124536603,124541603,+,-1.0502254,5000,124539103,8124539103
RP11-532M24.,8,124577131,124582131,+,-2.9571161,5000,124579631,8124579631
MTSS,8,124725929,124730929,-,0.18584196,5000,124728429,8124728429
RP11-1082L8.4,8,124813182,124818182,-,-2.1497612,5000,124815682,8124815682
RP11-1082L8.3,8,124855016,124860016,-,-2.8416388,5000,124857516,8124857516
LINC00964,8,124939555,124944555,+,-4.2201505,5000,124942055,8124942055
RP11-1082L8.2,8,124941265,124946265,-,-3.5420787,5000,124943765,8124943765
ZNF572,8,124970798,124975798,+,-2.7347236,5000,124973298,8124973298
RP11-6D1.3,8,124995698,125000698,-,-1.3721535,5000,124998198,8124998198
SQLE,8,124996006,125001006,+,-1.294151,5000,124998506,8124998506
KIAA0196,8,125089340,125094340,-,-1.1845264,5000,125091840,8125091840
NSMCE2,8,125089353,125094353,+,-1.1845264,5000,125091853,8125091853
RP11-550A5.2,8,125348916,125353916,-,-2.5420785,5000,125351416,8125351416
TRIB,8,125427821,125432821,+,-0.08264687,5000,125430321,8125430321
RP11-136O12.2,8,125464439,125469439,+,-3.0826468,5000,125466939,8125466939
RP11-697B24.,8,125747741,125752741,-,-3.0826468,5000,125750241,8125750241
LINC0086,8,125948689,125953689,-,-3.0826468,5000,125951189,8125951189
RP11-622O11.4,8,125998501,126003501,-,-2.3721535,5000,126001001,8126001001
RP11-65D17.,8,126322995,126327995,+,-3.0826468,5000,126325495,8126325495
RP11-103H7.,8,126471689,126476689,+,-3.0826468,5000,126474189,8126474189
RP11-103H7.2,8,126495649,126500649,+,-2.9571161,5000,126498149,8126498149
RP11-103H7.3,8,126516198,126521198,+,-4.5420785,5000,126518698,8126518698
RP11-103H7.5,8,126554396,126559396,+,-0.14976107,5000,126556896,8126556896
RP11-89K10.,8,126555375,126560375,+,-0.20222849,5000,126557875,8126557875
FAM84B,8,126555893,126560893,-,-0.2566763,5000,126558393,8126558393
RP11-351C8.,8,126788137,126793137,-,-2.8416388,5000,126790637,8126790637
PCAT,8,126844555,126849555,+,-2.2201502,5000,126847055,8126847055
PCAT2,8,127079721,127084721,-,-2.8416388,5000,127082221,8127082221
CASC19,8,127200722,127205722,-,-1.4546157,5000,127203222,8127203222
CCAT,8,127216588,127221588,-,-2.6351879,5000,127219088,8127219088
CASC2,8,127336774,127341774,+,-3.2201505,5000,127339274,8127339274
POU5F1B,8,127411790,127416790,+,-3.5420787,5000,127414290,8127414290
CASC8,8,127418874,127423874,-,-2.294151,5000,127421374,8127421374
MYC,8,127733584,127738584,+,0.17216703,5000,127736084,8127736084
TMEM75,8,127946223,127951223,-,-3.0826468,5000,127948723,8127948723
LINC00824,8,128562179,128567179,-,-2.0826468,5000,128564679,8128564679
LINC00977,8,129238750,129243750,-,-1.8416387,5000,129241250,8129241250
RP11-26E5.,8,129413449,129418449,+,-2.7347236,5000,129415949,8129415949
CCDC26,8,129677739,129682739,-,-3.7347236,5000,129680239,8129680239
RP11-419K12.,8,129681179,129686179,-,-3.9571161,5000,129683679,8129683679
GSDMC,8,129784388,129789388,-,-2.9571161,5000,129786888,8129786888
RP11-473O4.5,8,129829801,129834801,+,-2.5420785,5000,129832301,8129832301
RP11-473O4.4,8,129887965,129892965,+,-2.3721535,5000,129890465,8129890465
FAM49B,8,129937332,129942332,-,-0.33262512,5000,129939832,8129939832
RP11-473O4.3,8,129937356,129942356,+,-0.33262512,5000,129939856,8129939856
ASAP,8,130441160,130446160,-,-1.6840974,5000,130443660,8130443660
KB-1568E2.,8,130653212,130658212,-,-3.7347236,5000,130655712,8130655712
RP11-737F9.2,8,130890285,130895285,-,-2.4546156,5000,130892785,8130892785
RP11-737F9.,8,130932909,130937909,+,-3.3721535,5000,130935409,8130935409
ADCY8,8,131039926,131044926,-,0.29081154,5000,131042426,8131042426
RP11-381I15.,8,131142381,131147381,-,-2.1497612,5000,131144881,8131144881
EFR3A,8,131901588,131906588,+,-0.86965317,5000,131904088,8131904088
OC9,8,132056880,132061880,-,-0.86965317,5000,132059380,8132059380
OC9,8,132083155,132088155,-,-0.00291968,5000,132085655,8132085655
HHLA,8,132108659,132113659,-,-3.5420787,5000,132111159,8132111159
KCNQ3,8,132478453,132483453,-,1.2458241,5000,132480953,8132480953
HPYR,8,132558979,132563979,-,-2.7347236,5000,132561479,8132561479
PHF20L,8,132772900,132777900,+,-2.294151,5000,132775400,8132775400
CTC-137K3.,8,132823679,132828679,+,-2.6351879,5000,132826179,8132826179
AF230666.2,8,132841798,132846798,-,-2.3721535,5000,132844298,8132844298
TG,8,132864461,132869461,+,-3.3721535,5000,132866961,8132866961
SLA,8,133100412,133105412,-,-3.9571161,5000,133102912,8133102912
WISP,8,133188539,133193539,+,-3.2201505,5000,133191039,8133191039
WISP1-OT,8,133226556,133231556,+,-4.2201505,5000,133229056,8133229056
NDRG,8,133295086,133300086,-,-0.51971066,5000,133297586,8133297586
ST3GAL,8,133569425,133574425,-,0.5768626,5000,133571925,8133571925
RP11-629O1.2,8,133570683,133575683,+,0.14442204,5000,133573183,8133573183
CTD-2588J1.,8,133768909,133773909,+,-3.3721535,5000,133771409,8133771409
CTD-2309H9.3,8,133774852,133779852,-,-4.5420785,5000,133777352,8133777352
RP11-157E21.,8,133883996,133888996,+,-2.8416388,5000,133886496,8133886496
RP11-513H8.,8,134317947,134322947,-,-3.2201505,5000,134320447,8134320447
CTD-2342N23.3,8,134720447,134725447,+,-2.8416388,5000,134722947,8134722947
CTD-2342N23.,8,134762309,134767309,+,-4.5420785,5000,134764809,8134764809
AC083843.4,8,134783379,134788379,-,-2.3721535,5000,134785879,8134785879
AC083843.,8,134795772,134800772,-,-2.5420785,5000,134798272,8134798272
AC083843.2,8,134830247,134835247,+,-1.3721535,5000,134832747,8134832747
NCRNA0025,8,134835569,134840569,+,-2.3721535,5000,134838069,8134838069
RP11-1057B8.2,8,134847435,134852435,+,-3.3721535,5000,134849935,8134849935
RP11-452N4.,8,135231631,135236631,+,-2.6351879,5000,135234131,8135234131
RP11-343P9.,8,135454452,135459452,-,-1.0826468,5000,135456952,8135456952
KHDRBS3,8,135454957,135459957,+,-1.1158137,5000,135457457,8135457457
RP11-149P24.,8,136044547,136049547,+,-2.7347236,5000,136047047,8136047047
RP11-431D12.,8,136486948,136491948,+,-2.294151,5000,136489448,8136489448
RP11-30J20.,8,136528298,136533298,+,-2.294151,5000,136530798,8136530798
RP11-238K6.2,8,137849827,137854827,+,-1.8416387,5000,137852327,8137852327
RP11-489O18.,8,138060768,138065768,+,-2.5420785,5000,138063268,8138063268
RP11-238K6.,8,138081070,138086070,-,-2.9571161,5000,138083570,8138083570
FAM135B,8,138474921,138479921,-,-3.5420787,5000,138477421,8138477421
COL22A,8,138911493,138916493,-,-1.6840974,5000,138913993,8138913993
RP11-324F11.,8,139100330,139105330,-,-3.2201505,5000,139102830,8139102830
CTD-2534J5.,8,139125453,139130453,-,-4.2201505,5000,139127953,8139127953
RP11-398H6.,8,139460516,139465516,-,-0.787191,5000,139463016,8139463016
KCNK9,8,139700541,139705541,-,2.0163422,5000,139703041,8139703041
RP11-284H18.,8,139912299,139917299,+,-3.7347236,5000,139914799,8139914799
C8orf17,8,139928672,139933672,+,-3.0826468,5000,139931172,8139931172
